X,Y,REVISION,NOME,PROVINCIA,CONCELLO,PARROQUIA,LUGAR,X,Y,DATUM,FUSO,INTERESE,DOCUMENTO,APROBADO,PUBLICACIO,FICHA,SIOTUGA,CLASIFICAC,ID_BIC,Nivel_1,CONTORNO,POL,PBA_2018,ID_PBA_201,DUPLICADO_,XENERICO,ID_IPAGA,ID_COPRA,OBSERVACIO,TIPOLOXIA,Buffer,CodImpresi,cod_PBM,_nome,_parroquia,_concello,_coord_x,_coord_y,_lugar,_afec,_tipo_prot,_num_PINF,_num_PORD,_categoria,_tipo,_descricio,_descricic,_uso_actua,_estado_co,_clas_solo,_ord_pba,_act_aut,_act_adic,_clase,_nivel_pro,_cod_snr,_FOTO,_FOTO_2,_ID_IPAGA,icon_url
-8.01487483885738,42.372925324109,2019/11/11,Hórreo en Freás 11,Ourense,Punxín,Freás (Santa María),"Pazo, O",581108.00000000000,4691653.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37484.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37629,3.1-012,Hórreo en Freás 11,Freás (Santa María),Punxín,"581108","4691653",O Pazo,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0203-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-012.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01476113921346,42.372429019443,2019/11/11,Hórreo en Freás 12,Ourense,Punxín,Freás (Santa María),"Pazo, O",581118.00000000000,4691598.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37485.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37630,3.1-013,Hórreo en Freás 12,Freás (Santa María),Punxín,"581118","4691598",O Pazo,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,regular,SRPP,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,"-",C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-013.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01138640163625,42.3932216996787,2019/11/11,Hórreo en Lamas 1,Ourense,Punxín,Vilamoure (Santo Estevo),Lamas,581369.00000000000,4693910.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37642.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37631,3.1-068,Hórreo en Lamas 1,Vilamoure (Santo Estevo),Punxín,"581369","4693910",Lamas,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_02,32065_PBM_202204_B_PORD_01CL_02,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pares de pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica",curva.,Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0601-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-068.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01050117141549,42.3923404873575,2019/11/11,Hórreo en Lamas 2,Ourense,Punxín,Vilamoure (Santo Estevo),Lamas,581443.00000000000,4693813.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37643.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37632,3.1-069,Hórreo en Lamas 2,Vilamoure (Santo Estevo),Punxín,"581443","4693813",Lamas,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_02,32065_PBM_202204_B_PORD_01CL_02,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,bo,SRPP,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,"-",C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-069.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02373343684767,42.3522513408886,2019/11/11,Hórreo en Ourantes 1,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580405.00000000000,4689349.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37500.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37633,3.1-034,Hórreo en Ourantes 1,Ourantes (San Xoán),Punxín,"580405","4689349",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-034.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02302121259875,42.3519841002284,2019/11/11,Hórreo en Ourantes 2,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580464.00000000000,4689320.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37502.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37634,3.1-035,Hórreo en Ourantes 2,Ourantes (San Xoán),Punxín,"580464","4689320",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-035.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02343425483006,42.3519696072153,2019/11/11,Hórreo en Ourantes 3,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580430.00000000000,4689318.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37503.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37635,3.1-036,Hórreo en Ourantes 3,Ourantes (San Xoán),Punxín,"580430","4689318",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","Situado sobre un camiño, un dos pés apoia nunha edificación e o outro na do lado contrario do camiño.",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-036.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02288363057426,42.353027622469,2019/11/11,Hórreo en Ourantes 4,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580474.00000000000,4689436.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37504.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37636,3.1-037,Hórreo en Ourantes 4,Ourantes (San Xoán),Punxín,"580474","4689436",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-037.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02363451721523,42.3531510974077,2019/11/11,Hórreo en Ourantes 5,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580412.00000000000,4689449.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37505.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37637,3.1-038,Hórreo en Ourantes 5,Ourantes (San Xoán),Punxín,"580412","4689449",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-038.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02278203774507,42.3517479061292,2019/11/11,Hórreo en Ourantes 6,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580484.00000000000,4689294.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37506.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37638,3.1-039,Hórreo en Ourantes 6,Ourantes (San Xoán),Punxín,"580484","4689294",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-039.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02298813970384,42.3517676746365,2019/11/11,Hórreo en Ourantes 7,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580467.00000000000,4689296.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37507.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37639,3.1-040,Hórreo en Ourantes 7,Ourantes (San Xoán),Punxín,"580467","4689296",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-040.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02398097729882,42.3519472448289,2019/11/11,Hórreo en Ourantes 8,Ourense,Punxín,Ourantes (San Xoán),Ourantes,580385.00000000000,4689315.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37508.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37640,3.1-041,Hórreo en Ourantes 8,Ourantes (San Xoán),Punxín,"580385","4689315",Ourantes,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_03,32065_PBM_202204_B_PORD_01CL_06,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pares de pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de fibrocemento.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.",Deberá recuperarse o material orixinal de cubrición de cuberta a base de tella cerámica curva. A limpeza da pedra farase por medios manuais.,Ben catalogado,Integral,0301-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-041.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01491420229006,42.3595247850283,2019/11/11,Hórreo 04,Ourense,Punxín,Ourantes (San Xoán),Rubiás,581122.00000000000,4690165.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37521.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37641,3.1-026,Hórreo 04,Ourantes (San Xoán),Punxín,"581122","4690165",Rubiás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SRPP,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,"-",C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-026.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01490065409843,42.3596147283778,2019/11/11,Hórreo 05,Ourense,Punxín,Ourantes (San Xoán),Rubiás,581123.00000000000,4690175.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37522.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37642,3.1-027,Hórreo 05,Ourantes (San Xoán),Punxín,"581123","4690175",Rubiás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SRPP,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,"-",C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-027.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01519317604216,42.3595451936837,2019/11/11,Hórreo 03,Ourense,Punxín,Ourantes (San Xoán),Rubiás,581099.00000000000,4690167.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37523.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37643,3.1-025,Hórreo 03,Ourantes (San Xoán),Punxín,"581099","4690167",Rubiás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0302-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-025.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01549515677403,42.3625882226273,2019/11/11,Hórreo en San Tomé 1,Ourense,Punxín,Ourantes (San Xoán),San Tomé,581070.21919327357,4690504.60205785371,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37511.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37644,3.1-042,Hórreo en San Tomé 1,Ourantes (San Xoán),Punxín,"581070","4690505",San Tomé,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0303-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-042.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01541924170288,42.362427015186,2019/11/11,Hórreo en San Tomé 2,Ourense,Punxín,Ourantes (San Xoán),San Tomé,581076.67785338569,4690486.77438644879,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37512.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37645,3.1-043,Hórreo en San Tomé 2,Ourantes (San Xoán),Punxín,"581077","4690487",San Tomé,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Nesta ubicación tan só quedan os restos dos pés dun hórreo que semellaba ser de pedra e madeira, como todos os da zona.","-","-",ruina,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","Proponse a reconstrucción de toda a cámara e cuberta do hórreo tendo en conta a tipoloxía da zona, en madeira e cuberta a dúas augas de tella cerámica curva.",Ben catalogado,Integral,0303-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-043.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
